Key,File,Type,UsedInMainMenu,NoTranslate,russian
ulmBlockPewSegmentVariantHelper,,,,,"Сегмент скамьи со спинкой"
ulmBlockRopeVariantHelper,,,,,"Верёвка (лестница)"
ulmCollectorOilPumpActive,,,,,"Нефтяная вышка"
ulmCollectorOilPumpActiveDesc,,,,,"Медленно извлекает горючий сланец из глубины почвы."
ulmCollectorOilPumpHarvest,,,,,"Нефтяная вышка"
ulmCollectorOilPumpHarvestDesc,,,,,"Медленно извлекает горючий сланец из глубины почвы."
ulmCollectorOreActive,,,,,"Буровая установка"
ulmCollectorOreActiveDesc,,,,,"Медленно извлекает руду из глубины почвы."
ulmCollectorOreHarvest,,,,,"Буровая установка"
ulmCollectorOreHarvestDesc,,,,,"Медленно извлекает руду из глубины почвы."
ulmBlockWaterpump,,,,,"Водяная помпа-скважина"
ulmBlockWaterpumpDesc,,,,,"Медленно наполняется мутной водой (1 единица за каждый час в игре) из глубины почвы, менее загрязнённой радиацией."
ulmCollectorWellWood,,,,,"Примитивный колодец-скважина"
ulmCollectorWellWoodDesc,,,,,"Медленно наполняется мутной водой (1 единица за каждые 2 часа в игре) из глубины почвы, менее загрязнённой радиацией."
ulmContainerBagStarter,,,,,"Тревожная сумка"
ulmContainerBagStarterDesc,,,,,"Переносной комплект, содержащий предметы, необходимые для выживания в течение 48 часов в случае возникновения чрезвычайной ситуации. Положите его на землю и ударьте, чтобы сломать печать."
ulmContainerBagStarterLoot,,,,,"Тревожная сумка"
ulmContainerBagStarterLootDesc,,,,,"Переносной комплект, содержащий предметы, необходимые для выживания в течение 48 часов в случае возникновения чрезвычайной ситуации."
ulmContainerBirdnestEmpty,,,,,"Гнездо\n[808080](Пусто)[-]"
ulmContainerBirdnestEmptyDesc,,,,,"Разграбленное птичье гнездо"
ulmContainerCarPickupTruck,,,,,"Заброшенный синий пикап"
ulmContainerATM1Secure,,,,,"Банкомат"
ulmContainerATM1Insecure,,,,,"Банкомат"
ulmContainerATM2Secure,,,,,"Банкомат"
ulmContainerATM2Insecure,,,,,"Банкомат"
ulmContainerATMStandingRandomHelper,,,,,"[= Банкомат = Генератор]"
ulmContainerATM3Secure,,,,,"Кассовый терминал"
ulmContainerATM3Insecure,,,,,"Кассовый терминал"
ulmContainerATM4Secure,,,,,"Кассовый терминал"
ulmContainerATM4Insecure,,,,,"Кассовый терминал"
ulmContainerATMTerminalRandomHelper,,,,,"[= Кассовый терминал = Генератор]"
ulmContainerATM5Secure,,,,,"Банкомат"
ulmContainerATM5Insecure,,,,,"Банкомат"
ulmContainerATM6Secure,,,,,"Банкомат"
ulmContainerATM6Insecure,,,,,"Банкомат"
ulmContainerATMOnWallRandomHelper,,,,,"[ATM Random Helper]"
ulmContainerATM7Secure,,,,,"Настенный банкомат"
ulmContainerATM7Insecure,,,,,"Настенный банкомат"
ulmContainerATM8Secure,,,,,"Настенный банкомат"
ulmContainerATM8Insecure,,,,,"Настенный банкомат"
ulmContainerATM9Secure,,,,,"Настенный банкомат"
ulmContainerATM9Insecure,,,,,"Настенный банкомат"
ulmContainerATMInWallRandomHelper,,,,,"[= Настенный банкомат = Генератор]"
ulmContainerCollapsedTannery,,,,,"Разрушенный кожевенный завод"
ulmContainerCollapsedTanneryDesc,,,,,"Остатки кожевенного завода, рабочая станция для обработки шкур различных зверей."
ulmContainerNightstandClosed,,,,,"Тумбочка"
ulmContainerNightstandClosedDesc,,,,,"Небольшой шкаф, предназначенный для установки рядом с кроватью или в другом месте для хранения обычных предметов домашнего обихода или одежды."
ulmContainerNightstandOpen1,,,,,"Тумбочка"
ulmContainerNightstandOpen1Desc,,,,,"Небольшой шкаф, предназначенный для установки рядом с кроватью или в другом месте для хранения обычных предметов домашнего обихода или одежды."
ulmContainerNightstandOpen2,,,,,"Тумбочка"
ulmContainerNightstandOpen2Desc,,,,,"Небольшой шкаф, предназначенный для установки рядом с кроватью или в другом месте для хранения обычных предметов домашнего обихода или одежды."
ulmContainerNightstandOpen3,,,,,"Тумбочка"
ulmContainerNightstandOpen3Desc,,,,,"Небольшой шкаф, предназначенный для установки рядом с кроватью или в другом месте для хранения обычных предметов домашнего обихода или одежды."
ulmContainerChestOpen,,,,,"Сломанный сундук для хранения"
ulmContainerChestOpenDesc,,,,,"Кажется, у этого сундука нет крышки."
ulmContainerChestHeroPlayer,,,,,"Укреплённый сундук"
ulmContainerChestHeroPlayerDesc,,,,,"Может хранить приличное количество предметов со скромным уровнем защиты."
ulmContainerHardenedChestSecurePlayer,,,,,"Закалённый сундук"
ulmContainerHardenedChestSecurePlayerDesc,,,,,"Очень прочное и вместительное хранилище."
ulmContainerHardenedChestInsecurePlayer,,,,,"Закалённый небезопасный сундук"
ulmContainerHardenedChestInsecurePlayerDesc,,,,,"Очень прочное и вместительное хранилище. Нет замка."
ulmContainerMunitionsBoxPlayer,,,,,"Ящик для боеприпасов"
ulmContainerMunitionsBoxPlayerDesc,,,,,"Относительно безопасный контейнер."
ulmContainerVault,,,,,"Сейф"
ulmContainerVaultDesc,,,,,"Самый безопасный контейнер для всех ваших самых ценных вещей. Габариты (ШxГxВ): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,,,,,"Оружейный сейф"
ulmContainerGunSafePlayerDesc,,,,,"Хорошее и надежное хранилище."
ulmContainerGunSafeInsecurePlayer,,,,,"Небезопасный сейф для оружия"
ulmContainerGunSafeInsecurePlayerDesc,,,,,"Хорошее и надежное хранилище. Нет замка."
ulmContainerStationChemistryCollapsed,,,,,"Разрушенная химическая станция"
ulmContainerStationChemistryCollapsedDesc,,,,,"Смешивайте и заваривайте всевозможные смеси и химикаты."
ulmContainerWorkbenchCollapsed,,,,,"Сломанный верстак"
ulmContainerWorkbenchCollapsedDesc,,,,,"Позволяет создавать более сложные предметы и блоки, чем голыми руками."
ulmContainerSciFi01A,,,,,"Металлический контейнер (декор)"
ulmContainerSciFi01ADesc,,,,,"Декоративный, не имеет хранилища."
ulmContainerSciFi01ALoot,,,,,"Металлический контейнер"
ulmContainerSciFi01ALootDesc,,,,,"Прочное и просторное хранилище."
ulmContainerSciFi01ALootSecure,,,,,"Металлический контейнер"
ulmContainerSciFi01ALootSecureDesc,,,,,"Прочное и просторное хранилище."
ulmContainerSciFi01ALootSecureSigned,,,,,"Подписываемый металлический контейнер"
ulmContainerSciFi01ALootSecureSignedDesc,,,,,"Прочное и просторное хранилище."
ulmContainerSciFi01B,,,,,"Металлический контейнер (декор)"
ulmContainerSciFi01BDesc,,,,,"Декоративный, не имеет хранилища."
ulmContainerSciFi01BLoot,,,,,"Металлический контейнер"
ulmContainerSciFi01BLootDesc,,,,,"Прочное и просторное хранилище."
ulmContainerSciFi01BLootSecure,,,,,"Металлический контейнер"
ulmContainerSciFi01BLootSecureDesc,,,,,"Прочное и просторное хранилище."
ulmContainerSciFi01C,,,,,"Металлический контейнер (декор)"
ulmContainerSciFi01CDesc,,,,,"Декоративный, не имеет хранилища. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,,,,,"Металлический контейнер"
ulmContainerSciFi01CLootDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,,,,,"Металлический контейнер"
ulmContainerSciFi01CLootSecureDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,,,,,"Подписываемый металлический контейнер"
ulmContainerSciFi01CLootSecureSignedDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01D,,,,,"Металлический контейнер (декор)"
ulmContainerSciFi01DDesc,,,,,"Декоративный, не имеет хранилища. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,,,,,"Металлический контейнер"
ulmContainerSciFi01DLootDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,,,,,"Металлический контейнер"
ulmContainerSciFi01DLootSecureDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,,,,,"Подписываемый металлический контейнер"
ulmContainerSciFi01DLootSecureSignedDesc,,,,,"Прочное и просторное большое хранилище. Габариты (ШxГxВ): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,,,,,"Технические контейнеры"
ulmContainerSciFiVariantHelperDesc,,,,,"Только для строительства точек интереса и креатива."
